JURIS_NAME,YEAR,total_proposed_units,total_approved_units,total_disapproved_units,total_building_permits,total_completed_units,total_affordable_permits,total_market_rate_permits
NOVATO,2021,359.0,94.0,0.0,154.0,38.0,35.0,119.0
NOVATO,2022,59.0,59.0,0.0,88.0,62.0,31.0,57.0
NOVATO,2023,939.0,14.0,0.0,85.0,94.0,73.0,12.0
NOVATO,2024,165.0,7.0,1.0,136.0,213.0,121.0,15.0
NOVATO,2025,4.0,4.0,0.0,125.0,205.0,107.0,18.0
OAKDALE,2018,0.0,0.0,0.0,126.0,38.0,5.0,121.0
OAKDALE,2019,48.0,0.0,48.0,90.0,1.0,57.0,33.0
OAKDALE,2020,0.0,0.0,0.0,95.0,61.0,0.0,95.0
OAKDALE,2021,149.0,149.0,0.0,40.0,71.0,1.0,39.0
OAKDALE,2022,71.0,0.0,0.0,24.0,0.0,0.0,24.0
OAKDALE,2023,118.0,0.0,0.0,45.0,17.0,0.0,45.0
OAKDALE,2024,0.0,0.0,0.0,67.0,45.0,4.0,63.0
OAKDALE,2025,94.0,0.0,0.0,22.0,29.0,0.0,22.0
OAKLAND,2018,4044.0,1456.0,0.0,4617.0,687.0,337.0,4280.0
OAKLAND,2019,1411.0,303.0,0.0,2163.0,865.0,436.0,1727.0
OAKLAND,2020,2589.0,1490.0,0.0,1107.0,3068.0,242.0,865.0
OAKLAND,2021,1776.0,880.0,0.0,1667.0,4135.0,317.0,1350.0
OAKLAND,2022,3128.0,1735.0,0.0,1909.0,3385.0,637.0,1272.0
OAKLAND,2023,2985.0,1282.0,0.0,796.0,1543.0,437.0,359.0
OAKLAND,2024,2665.0,1332.0,0.0,1208.0,2358.0,985.0,223.0
OAKLAND,2025,862.0,810.0,2.0,712.0,1391.0,602.0,110.0
OAKLEY,2018,177.0,23.0,0.0,192.0,237.0,0.0,192.0
OAKLEY,2019,322.0,300.0,0.0,262.0,218.0,0.0,262.0
OAKLEY,2020,389.0,389.0,0.0,467.0,221.0,129.0,338.0
OAKLEY,2021,477.0,477.0,0.0,490.0,436.0,2.0,488.0
OAKLEY,2022,173.0,20.0,0.0,725.0,222.0,177.0,548.0
OAKLEY,2023,730.0,16.0,0.0,98.0,167.0,6.0,92.0
OAKLEY,2024,17.0,11.0,0.0,126.0,281.0,14.0,112.0
OAKLEY,2025,261.0,250.0,0.0,92.0,96.0,9.0,83.0
OCEANSIDE,2018,576.0,458.0,0.0,294.0,586.0,27.0,267.0
OCEANSIDE,2019,1090.0,1090.0,0.0,280.0,348.0,33.0,247.0
OCEANSIDE,2020,399.0,7.0,0.0,184.0,309.0,49.0,135.0
OCEANSIDE,2021,1698.0,1199.0,0.0,563.0,277.0,129.0,434.0
OCEANSIDE,2022,3211.0,260.0,0.0,752.0,243.0,209.0,543.0
OCEANSIDE,2023,2004.0,87.0,0.0,597.0,266.0,287.0,310.0
OCEANSIDE,2024,1996.0,0.0,0.0,601.0,772.0,207.0,394.0
OCEANSIDE,2025,1954.0,0.0,0.0,892.0,505.0,230.0,662.0
OJAI,2018,0.0,0.0,0.0,23.0,15.0,22.0,1.0
OJAI,2019,17.0,17.0,0.0,17.0,13.0,16.0,1.0
OJAI,2020,30.0,29.0,0.0,25.0,22.0,25.0,0.0
OJAI,2021,30.0,0.0,0.0,0.0,0.0,0.0,0.0
OJAI,2022,37.0,0.0,0.0,25.0,16.0,0.0,25.0
OJAI,2023,101.0,36.0,0.0,48.0,48.0,0.0,48.0
OJAI,2024,59.0,0.0,0.0,17.0,29.0,17.0,0.0
OJAI,2025,71.0,0.0,0.0,26.0,20.0,0.0,26.0
ONTARIO,2018,1333.0,502.0,0.0,1313.0,933.0,146.0,1167.0
ONTARIO,2019,2951.0,1857.0,0.0,1552.0,1327.0,100.0,1452.0
ONTARIO,2020,1543.0,652.0,0.0,934.0,1095.0,0.0,934.0
ONTARIO,2021,1184.0,89.0,0.0,1991.0,1240.0,0.0,1991.0
ONTARIO,2022,3142.0,0.0,0.0,1176.0,1200.0,0.0,1176.0
ONTARIO,2023,1581.0,233.0,0.0,2004.0,616.0,50.0,1954.0
ONTARIO,2024,1293.0,0.0,0.0,799.0,1602.0,0.0,799.0
ONTARIO,2025,611.0,0.0,0.0,1930.0,1424.0,0.0,1930.0
ORANGE,2018,916.0,742.0,0.0,29.0,342.0,10.0,19.0
ORANGE,2019,259.0,247.0,0.0,1080.0,27.0,662.0,418.0
ORANGE,2020,192.0,93.0,0.0,40.0,75.0,39.0,1.0
ORANGE,2021,666.0,84.0,0.0,133.0,149.0,131.0,2.0
ORANGE,2022,99.0,81.0,2.0,269.0,1062.0,219.0,50.0
ORANGE,2023,137.0,137.0,0.0,144.0,54.0,143.0,1.0
ORANGE,2024,96.0,96.0,0.0,274.0,212.0,270.0,4.0
ORANGE,2025,49.0,98.0,0.0,171.0,140.0,88.0,83.0
ORANGE COUNTY,2018,322.0,322.0,0.0,606.0,0.0,0.0,606.0
ORANGE COUNTY,2019,8.0,0.0,0.0,273.0,721.0,0.0,273.0
ORANGE COUNTY,2020,71.0,71.0,0.0,185.0,382.0,0.0,185.0
ORANGE COUNTY,2021,0.0,0.0,0.0,0.0,118.0,0.0,0.0
ORANGE COUNTY,2022,7.0,0.0,0.0,298.0,368.0,0.0,298.0
ORANGE COUNTY,2023,72.0,0.0,0.0,648.0,533.0,0.0,648.0
ORANGE COUNTY,2024,12.0,0.0,0.0,483.0,355.0,0.0,483.0
ORANGE COUNTY,2025,433.0,0.0,0.0,393.0,262.0,0.0,393.0
ORANGE COVE,2018,117.0,117.0,0.0,2.0,3.0,2.0,0.0
ORANGE COVE,2019,473.0,0.0,473.0,0.0,0.0,0.0,0.0
ORANGE COVE,2020,218.0,218.0,0.0,80.0,80.0,80.0,0.0
ORANGE COVE,2021,477.0,0.0,0.0,8.0,0.0,0.0,8.0
ORANGE COVE,2022,23.0,3.0,0.0,22.0,5.0,0.0,22.0
ORANGE COVE,2023,8.0,4.0,0.0,8.0,0.0,0.0,8.0
ORANGE COVE,2024,3.0,0.0,0.0,80.0,80.0,80.0,0.0
ORANGE COVE,2025,3.0,3.0,0.0,3.0,0.0,3.0,0.0
ORINDA,2018,55.0,55.0,0.0,55.0,40.0,4.0,51.0
ORINDA,2019,38.0,38.0,0.0,40.0,57.0,7.0,33.0
ORINDA,2020,53.0,53.0,0.0,53.0,43.0,9.0,44.0
ORINDA,2021,56.0,53.0,0.0,56.0,71.0,21.0,35.0
ORINDA,2022,92.0,92.0,0.0,21.0,1.0,15.0,6.0
ORINDA,2023,33.0,32.0,0.0,34.0,26.0,28.0,6.0
ORINDA,2024,48.0,0.0,0.0,0.0,24.0,0.0,0.0
ORINDA,2025,71.0,35.0,0.0,27.0,2.0,18.0,9.0
ORLAND,2018,0.0,0.0,0.0,46.0,15.0,46.0,0.0
ORLAND,2019,0.0,0.0,0.0,25.0,9.0,25.0,0.0
ORLAND,2020,3.0,0.0,0.0,28.0,19.0,28.0,0.0
ORLAND,2021,5.0,0.0,0.0,30.0,19.0,30.0,0.0
ORLAND,2022,145.0,0.0,0.0,0.0,0.0,0.0,0.0
OROVILLE,2018,5.0,5.0,0.0,10.0,5.0,0.0,10.0
OROVILLE,2019,134.0,134.0,0.0,137.0,76.0,81.0,56.0
OROVILLE,2020,369.0,293.0,0.0,52.0,0.0,0.0,52.0
OROVILLE,2021,249.0,12.0,0.0,608.0,0.0,503.0,105.0
OROVILLE,2022,206.0,206.0,1.0,178.0,181.0,173.0,5.0
OROVILLE,2023,230.0,0.0,0.0,114.0,0.0,0.0,114.0
OROVILLE,2024,176.0,0.0,0.0,520.0,447.0,508.0,12.0
OROVILLE,2025,1.0,1.0,0.0,67.0,1.0,61.0,6.0
OXNARD,2018,156.0,148.0,7.0,427.0,165.0,281.0,146.0
OXNARD,2019,73.0,35.0,0.0,137.0,714.0,0.0,137.0
OXNARD,2020,959.0,232.0,0.0,363.0,221.0,53.0,310.0
OXNARD,2021,469.0,469.0,0.0,965.0,360.0,161.0,804.0
OXNARD,2022,334.0,0.0,0.0,292.0,160.0,188.0,104.0
OXNARD,2023,532.0,0.0,0.0,719.0,372.0,275.0,444.0
OXNARD,2024,625.0,283.0,0.0,1369.0,385.0,721.0,648.0
OXNARD,2025,102.0,102.0,0.0,1439.0,731.0,758.0,681.0
PACIFIC GROVE,2018,23.0,23.0,0.0,14.0,3.0,6.0,8.0
PACIFIC GROVE,2019,26.0,26.0,0.0,5.0,5.0,4.0,1.0
PACIFIC GROVE,2020,36.0,0.0,0.0,33.0,8.0,22.0,11.0
PACIFIC GROVE,2021,60.0,0.0,0.0,47.0,6.0,44.0,3.0
PACIFIC GROVE,2022,65.0,0.0,0.0,79.0,39.0,71.0,8.0
PACIFIC GROVE,2023,56.0,22.0,0.0,39.0,31.0,35.0,4.0
PACIFIC GROVE,2024,42.0,41.0,0.0,25.0,5.0,22.0,3.0
PACIFIC GROVE,2025,0.0,0.0,0.0,57.0,27.0,49.0,8.0
PACIFICA,2018,34.0,32.0,1.0,26.0,5.0,0.0,26.0
PACIFICA,2019,98.0,2.0,0.0,27.0,9.0,0.0,27.0
PACIFICA,2020,235.0,2.0,0.0,43.0,24.0,0.0,43.0
PACIFICA,2021,233.0,2.0,0.0,106.0,33.0,24.0,82.0
PACIFICA,2022,56.0,0.0,0.0,160.0,37.0,72.0,88.0
PACIFICA,2023,78.0,78.0,0.0,161.0,70.0,119.0,42.0
PACIFICA,2024,435.0,56.0,0.0,111.0,46.0,72.0,39.0
PACIFICA,2025,40.0,27.0,0.0,44.0,31.0,20.0,24.0
PALM DESERT,2018,1233.0,1233.0,0.0,0.0,49.0,0.0,0.0
PALM DESERT,2019,59.0,0.0,0.0,42.0,25.0,0.0,42.0
PALM DESERT,2020,60.0,60.0,0.0,10.0,27.0,0.0,10.0
PALM DESERT,2021,682.0,946.0,0.0,160.0,64.0,0.0,160.0
PALM DESERT,2022,975.0,975.0,0.0,452.0,203.0,24.0,428.0
PALM DESERT,2023,1015.0,334.0,0.0,1092.0,538.0,670.0,422.0
PALM DESERT,2024,1693.0,851.0,0.0,1537.0,835.0,988.0,549.0
PALM SPRINGS,2019,67.0,6.0,61.0,260.0,44.0,47.0,213.0
PALM SPRINGS,2020,350.0,300.0,0.0,385.0,277.0,57.0,328.0
PALM SPRINGS,2021,369.0,369.0,0.0,705.0,277.0,97.0,608.0
PALM SPRINGS,2022,390.0,383.0,0.0,1153.0,277.0,251.0,902.0
PALM SPRINGS,2023,162.0,5.0,0.0,238.0,0.0,152.0,86.0
PALM SPRINGS,2024,661.0,263.0,0.0,128.0,0.0,45.0,83.0
PALM SPRINGS,2025,37.0,37.0,0.0,202.0,147.0,38.0,164.0
PALMDALE,2018,177.0,176.0,1.0,143.0,150.0,143.0,0.0
PALMDALE,2019,445.0,445.0,0.0,149.0,179.0,149.0,0.0
PALMDALE,2020,1164.0,1164.0,0.0,88.0,3.0,88.0,0.0
PALMDALE,2021,449.0,371.0,0.0,437.0,276.0,437.0,0.0
PALMDALE,2022,1275.0,1220.0,0.0,363.0,221.0,91.0,272.0
PALMDALE,2023,795.0,759.0,0.0,312.0,306.0,212.0,100.0
PALMDALE,2024,846.0,388.0,0.0,151.0,368.0,2.0,149.0
PALMDALE,2025,1645.0,1230.0,0.0,188.0,208.0,7.0,181.0
PALO ALTO,2018,136.0,81.0,0.0,54.0,0.0,0.0,54.0
PALO ALTO,2019,142.0,0.0,0.0,107.0,11.0,2.0,105.0
PALO ALTO,2020,130.0,0.0,0.0,274.0,39.0,60.0,214.0
PALO ALTO,2021,215.0,0.0,0.0,305.0,51.0,60.0,245.0
PALO ALTO,2022,128.0,0.0,0.0,128.0,0.0,1.0,127.0
PALO ALTO,2023,518.0,71.0,0.0,448.0,193.0,168.0,280.0
PALO ALTO,2024,2484.0,181.0,0.0,198.0,162.0,66.0,132.0
PALO ALTO,2025,1117.0,238.0,0.0,174.0,148.0,9.0,165.0
PALOS VERDES ESTATES,2018,52.0,43.0,0.0,30.0,12.0,1.0,29.0
PALOS VERDES ESTATES,2019,20.0,12.0,0.0,10.0,12.0,0.0,10.0
PALOS VERDES ESTATES,2020,25.0,13.0,1.0,9.0,23.0,3.0,6.0
PALOS VERDES ESTATES,2021,12.0,10.0,0.0,7.0,0.0,1.0,6.0
PALOS VERDES ESTATES,2022,16.0,16.0,0.0,16.0,16.0,16.0,0.0
PALOS VERDES ESTATES,2023,17.0,17.0,0.0,18.0,0.0,7.0,11.0
PALOS VERDES ESTATES,2024,69.0,69.0,0.0,7.0,17.0,3.0,4.0
PALOS VERDES ESTATES,2025,61.0,61.0,0.0,26.0,2.0,20.0,6.0
PARADISE,2018,0.0,0.0,0.0,62.0,0.0,62.0,0.0
PARADISE,2019,40.0,31.0,0.0,477.0,29.0,185.0,292.0
PARADISE,2020,849.0,0.0,0.0,946.0,555.0,465.0,481.0
PARADISE,2021,738.0,0.0,0.0,594.0,622.0,195.0,399.0
PARADISE,2022,708.0,0.0,0.0,652.0,678.0,322.0,330.0
PARADISE,2023,443.0,0.0,0.0,499.0,565.0,341.0,158.0
PARADISE,2024,393.0,0.0,0.0,518.0,447.0,373.0,145.0
PARADISE,2025,604.0,650.0,0.0,511.0,572.0,368.0,143.0
PARAMOUNT,2018,13.0,12.0,2.0,43.0,0.0,0.0,43.0
PARAMOUNT,2019,7.0,7.0,0.0,26.0,17.0,0.0,26.0
PARAMOUNT,2020,46.0,9.0,0.0,13.0,11.0,12.0,1.0
PARAMOUNT,2021,79.0,79.0,0.0,48.0,8.0,30.0,18.0
PARAMOUNT,2022,111.0,0.0,0.0,51.0,54.0,32.0,19.0
PARAMOUNT,2023,60.0,61.0,0.0,35.0,33.0,26.0,9.0
PARAMOUNT,2024,103.0,105.0,0.0,85.0,21.0,67.0,18.0
PARAMOUNT,2025,59.0,62.0,0.0,89.0,35.0,44.0,45.0
PARLIER,2018,35.0,35.0,0.0,34.0,35.0,34.0,0.0
PARLIER,2020,23.0,0.0,0.0,2.0,24.0,2.0,0.0
PARLIER,2021,0.0,0.0,0.0,10.0,2.0,10.0,0.0
PARLIER,2022,5.0,0.0,0.0,32.0,5.0,28.0,4.0
PARLIER,2023,9.0,9.0,0.0,29.0,0.0,0.0,29.0
PARLIER,2025,0.0,0.0,0.0,32.0,0.0,2.0,30.0
PASADENA,2018,1090.0,17.0,0.0,536.0,512.0,1.0,535.0
PASADENA,2019,1571.0,1055.0,1.0,262.0,132.0,19.0,243.0
PASADENA,2020,226.0,52.0,0.0,415.0,278.0,141.0,274.0
PASADENA,2021,593.0,194.0,0.0,413.0,87.0,357.0,56.0
PASADENA,2022,621.0,0.0,0.0,268.0,403.0,217.0,51.0
PASADENA,2023,1247.0,376.0,0.0,283.0,1020.0,30.0,253.0
PASADENA,2024,509.0,518.0,0.0,516.0,441.0,69.0,447.0
PASADENA,2025,1106.0,400.0,0.0,698.0,233.0,72.0,626.0
PASO ROBLES,2018,122.0,122.0,0.0,105.0,92.0,92.0,13.0
PASO ROBLES,2019,288.0,288.0,0.0,26.0,179.0,13.0,13.0
PASO ROBLES,2020,60.0,60.0,0.0,41.0,110.0,33.0,8.0
PASO ROBLES,2021,95.0,0.0,0.0,72.0,32.0,43.0,29.0
PASO ROBLES,2022,216.0,216.0,0.0,303.0,74.0,258.0,45.0
PASO ROBLES,2023,320.0,0.0,0.0,208.0,142.0,164.0,44.0
PASO ROBLES,2024,464.0,0.0,0.0,310.0,147.0,131.0,179.0
PASO ROBLES,2025,357.0,0.0,0.0,168.0,284.0,47.0,121.0
PERRIS,2019,103.0,0.0,103.0,0.0,0.0,0.0,0.0
PERRIS,2020,236.0,0.0,0.0,237.0,0.0,1.0,236.0
PERRIS,2021,205.0,205.0,0.0,205.0,205.0,0.0,205.0
PERRIS,2022,244.0,130.0,0.0,171.0,171.0,0.0,171.0
PERRIS,2023,304.0,304.0,0.0,303.0,99.0,2.0,301.0
PERRIS,2024,408.0,137.0,0.0,415.0,153.0,0.0,415.0
PERRIS,2025,768.0,0.0,0.0,394.0,178.0,0.0,394.0
PETALUMA,2018,785.0,64.0,0.0,112.0,107.0,35.0,77.0
PETALUMA,2019,242.0,242.0,0.0,163.0,3.0,46.0,117.0
PETALUMA,2020,1085.0,125.0,0.0,265.0,77.0,78.0,187.0
PETALUMA,2021,117.0,0.0,0.0,347.0,23.0,54.0,293.0
PETALUMA,2022,135.0,0.0,0.0,251.0,124.0,127.0,124.0
PETALUMA,2023,2.0,0.0,0.0,251.0,341.0,75.0,176.0
PETALUMA,2024,399.0,3.0,0.0,27.0,296.0,16.0,11.0
PETALUMA,2025,49.0,0.0,0.0,230.0,100.0,191.0,39.0
PICO RIVERA,2018,28.0,26.0,0.0,13.0,7.0,0.0,13.0
PICO RIVERA,2019,56.0,54.0,2.0,95.0,86.0,95.0,0.0
PICO RIVERA,2020,370.0,0.0,0.0,48.0,0.0,0.0,48.0
PICO RIVERA,2021,150.0,0.0,0.0,53.0,34.0,0.0,53.0
PICO RIVERA,2022,96.0,0.0,0.0,62.0,55.0,0.0,62.0
PICO RIVERA,2023,91.0,0.0,0.0,70.0,40.0,0.0,70.0
PICO RIVERA,2024,216.0,0.0,0.0,109.0,57.0,0.0,109.0
PICO RIVERA,2025,83.0,0.0,0.0,136.0,42.0,0.0,136.0
PIEDMONT,2018,20.0,18.0,2.0,14.0,16.0,6.0,8.0
PIEDMONT,2019,26.0,22.0,3.0,11.0,18.0,8.0,3.0
PIEDMONT,2020,29.0,26.0,1.0,24.0,6.0,19.0,5.0
PIEDMONT,2021,33.0,31.0,1.0,23.0,16.0,15.0,8.0
PIEDMONT,2022,73.0,59.0,3.0,67.0,31.0,46.0,21.0
PIEDMONT,2023,105.0,83.0,0.0,87.0,42.0,65.0,22.0
PIEDMONT,2024,43.0,29.0,0.0,112.0,56.0,87.0,25.0
PINOLE,2018,4.0,4.0,0.0,2.0,2.0,0.0,2.0
PINOLE,2019,8.0,7.0,0.0,7.0,0.0,0.0,7.0
PINOLE,2020,10.0,10.0,0.0,13.0,4.0,0.0,13.0
PINOLE,2021,374.0,220.0,0.0,4.0,2.0,0.0,4.0
PINOLE,2022,35.0,35.0,0.0,187.0,3.0,179.0,8.0
PINOLE,2023,13.0,13.0,0.0,47.0,5.0,34.0,13.0
PINOLE,2024,10.0,10.0,0.0,9.0,10.0,0.0,9.0
PINOLE,2025,11.0,11.0,0.0,260.0,219.0,227.0,33.0
PISMO BEACH,2018,22.0,10.0,12.0,10.0,30.0,0.0,10.0
PISMO BEACH,2019,12.0,4.0,8.0,36.0,0.0,0.0,36.0
PISMO BEACH,2020,94.0,92.0,0.0,23.0,11.0,0.0,23.0
PISMO BEACH,2021,61.0,13.0,0.0,86.0,32.0,55.0,31.0
PISMO BEACH,2022,14.0,0.0,0.0,50.0,15.0,33.0,17.0
PISMO BEACH,2023,32.0,32.0,0.0,15.0,18.0,4.0,11.0
PISMO BEACH,2024,12.0,12.0,0.0,15.0,40.0,4.0,11.0
PISMO BEACH,2025,49.0,49.0,0.0,9.0,20.0,3.0,6.0
PITTSBURG,2018,40.0,10.0,0.0,347.0,27.0,279.0,68.0
PITTSBURG,2019,21.0,1.0,0.0,361.0,330.0,260.0,101.0
PITTSBURG,2020,1381.0,586.0,0.0,208.0,36.0,109.0,99.0
PITTSBURG,2021,0.0,0.0,0.0,217.0,217.0,6.0,211.0
PITTSBURG,2022,308.0,0.0,0.0,115.0,115.0,36.0,79.0
PITTSBURG,2023,0.0,0.0,0.0,148.0,148.0,147.0,1.0
PITTSBURG,2024,1166.0,0.0,0.0,73.0,8.0,58.0,15.0
PLACENTIA,2018,554.0,444.0,0.0,54.0,12.0,51.0,3.0
PLACENTIA,2019,0.0,0.0,0.0,276.0,5.0,54.0,222.0
PLACENTIA,2020,274.0,85.0,0.0,285.0,55.0,57.0,228.0
PLACENTIA,2021,23.0,22.0,1.0,488.0,51.0,12.0,476.0
PLACENTIA,2022,1074.0,968.0,0.0,789.0,244.0,83.0,706.0
PLACENTIA,2023,454.0,134.0,1.0,619.0,103.0,96.0,523.0
PLACENTIA,2024,413.0,260.0,0.0,727.0,626.0,96.0,631.0
PLACENTIA,2025,110.0,0.0,0.0,309.0,257.0,0.0,309.0
PLACER COUNTY,2018,1072.0,782.0,290.0,339.0,282.0,49.0,290.0
PLACER COUNTY,2019,619.0,619.0,0.0,616.0,125.0,65.0,551.0
PLACER COUNTY,2020,503.0,503.0,0.0,1037.0,263.0,245.0,792.0
PLACER COUNTY,2021,707.0,699.0,0.0,1529.0,277.0,287.0,1242.0
PLACER COUNTY,2022,1138.0,1133.0,0.0,856.0,663.0,152.0,704.0
PLACER COUNTY,2023,693.0,391.0,0.0,767.0,913.0,121.0,646.0
PLACER COUNTY,2024,863.0,618.0,0.0,822.0,891.0,153.0,669.0
PLACER COUNTY,2025,888.0,389.0,0.0,552.0,605.0,121.0,431.0
PLACERVILLE,2018,26.0,26.0,0.0,25.0,19.0,7.0,18.0
PLACERVILLE,2019,21.0,21.0,0.0,6.0,22.0,2.0,4.0
PLACERVILLE,2020,6.0,6.0,0.0,6.0,16.0,3.0,3.0
PLACERVILLE,2021,14.0,14.0,0.0,16.0,11.0,9.0,7.0
PLACERVILLE,2022,19.0,19.0,0.0,20.0,10.0,10.0,10.0
PLACERVILLE,2023,11.0,11.0,0.0,20.0,11.0,15.0,5.0
PLACERVILLE,2024,18.0,0.0,0.0,114.0,34.0,72.0,42.0
PLACERVILLE,2025,0.0,0.0,0.0,229.0,56.0,154.0,75.0
PLEASANT HILL,2018,36.0,36.0,0.0,48.0,15.0,9.0,39.0
PLEASANT HILL,2019,65.0,15.0,0.0,84.0,51.0,38.0,46.0
PLEASANT HILL,2020,6.0,6.0,0.0,16.0,32.0,1.0,15.0
PLEASANT HILL,2021,263.0,255.0,0.0,36.0,9.0,20.0,16.0
PLEASANT HILL,2022,2.0,2.0,0.0,77.0,32.0,28.0,49.0
PLEASANT HILL,2023,43.0,43.0,0.0,281.0,37.0,59.0,222.0
PLEASANT HILL,2024,17.0,17.0,0.0,54.0,39.0,26.0,28.0
PLEASANT HILL,2025,14.0,9.0,0.0,231.0,206.0,48.0,183.0
PLEASANTON,2018,34.0,34.0,0.0,98.0,421.0,60.0,38.0
PLEASANTON,2019,20.0,20.0,0.0,127.0,139.0,40.0,87.0
PLEASANTON,2020,18.0,8.0,0.0,45.0,114.0,9.0,36.0
PLEASANTON,2021,55.0,5.0,0.0,41.0,36.0,17.0,24.0
PLEASANTON,2022,474.0,114.0,0.0,73.0,23.0,14.0,59.0
PLEASANTON,2023,902.0,0.0,0.0,18.0,45.0,9.0,9.0
PLEASANTON,2024,54.0,0.0,0.0,147.0,45.0,90.0,57.0
PLEASANTON,2025,54.0,54.0,0.0,463.0,36.0,134.0,329.0
PLUMAS COUNTY,2018,48.0,48.0,0.0,56.0,5.0,15.0,41.0
PLUMAS COUNTY,2019,43.0,43.0,0.0,43.0,3.0,13.0,30.0
PLUMAS COUNTY,2020,45.0,0.0,0.0,45.0,4.0,15.0,30.0
PLUMAS COUNTY,2021,70.0,0.0,0.0,70.0,3.0,43.0,27.0
PLUMAS COUNTY,2022,74.0,0.0,0.0,74.0,4.0,45.0,29.0
PLUMAS COUNTY,2023,90.0,0.0,0.0,90.0,9.0,38.0,52.0
PLUMAS COUNTY,2024,65.0,0.0,0.0,65.0,12.0,36.0,29.0
PLUMAS COUNTY,2025,53.0,54.0,0.0,54.0,7.0,34.0,20.0
PLYMOUTH,2018,0.0,0.0,0.0,19.0,6.0,0.0,19.0
PLYMOUTH,2019,0.0,0.0,0.0,9.0,15.0,0.0,9.0
PLYMOUTH,2020,0.0,0.0,0.0,0.0,10.0,0.0,0.0
PLYMOUTH,2021,0.0,0.0,0.0,6.0,0.0,0.0,6.0
PLYMOUTH,2022,0.0,0.0,0.0,15.0,18.0,0.0,15.0
PLYMOUTH,2023,0.0,0.0,0.0,7.0,0.0,0.0,7.0
PLYMOUTH,2024,0.0,0.0,0.0,0.0,15.0,0.0,0.0
PLYMOUTH,2025,6.0,6.0,0.0,0.0,0.0,0.0,0.0
POINT ARENA,2018,8.0,8.0,0.0,8.0,0.0,0.0,8.0
POINT ARENA,2019,8.0,8.0,0.0,0.0,8.0,0.0,0.0
POINT ARENA,2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0
POINT ARENA,2021,1.0,1.0,0.0,0.0,0.0,0.0,0.0
POINT ARENA,2022,5.0,4.0,0.0,0.0,0.0,0.0,0.0
POINT ARENA,2025,8.0,8.0,0.0,0.0,0.0,0.0,0.0
POMONA,2018,246.0,0.0,246.0,240.0,158.0,0.0,240.0
POMONA,2019,819.0,41.0,0.0,205.0,178.0,61.0,144.0
POMONA,2020,819.0,43.0,0.0,534.0,135.0,3.0,531.0
POMONA,2021,1585.0,0.0,0.0,211.0,227.0,56.0,155.0
POMONA,2023,757.0,0.0,0.0,0.0,0.0,0.0,0.0
PORT HUENEME,2018,4.0,4.0,0.0,1.0,2.0,0.0,1.0
PORT HUENEME,2019,0.0,0.0,0.0,5.0,0.0,0.0,5.0
PORT HUENEME,2020,5.0,5.0,0.0,2.0,1.0,1.0,1.0
PORT HUENEME,2021,9.0,9.0,0.0,9.0,3.0,9.0,0.0
PORT HUENEME,2022,0.0,0.0,0.0,3.0,14.0,3.0,0.0
PORT HUENEME,2023,0.0,0.0,0.0,18.0,3.0,14.0,4.0
PORT HUENEME,2024,0.0,0.0,0.0,16.0,7.0,0.0,16.0
PORT HUENEME,2025,20.0,20.0,0.0,36.0,24.0,0.0,36.0
PORTERVILLE,2018,176.0,0.0,0.0,88.0,64.0,77.0,11.0
PORTERVILLE,2019,349.0,349.0,0.0,82.0,0.0,17.0,65.0
PORTERVILLE,2020,987.0,104.0,0.0,118.0,0.0,50.0,68.0
PORTERVILLE,2021,1268.0,104.0,0.0,233.0,0.0,115.0,118.0
PORTERVILLE,2022,1487.0,242.0,0.0,201.0,32.0,138.0,63.0
PORTERVILLE,2023,549.0,0.0,0.0,259.0,179.0,259.0,0.0
PORTERVILLE,2024,842.0,125.0,0.0,175.0,96.0,168.0,7.0
PORTERVILLE,2025,63.0,2.0,0.0,190.0,131.0,29.0,161.0
PORTOLA,2018,1.0,1.0,0.0,1.0,1.0,0.0,1.0
PORTOLA,2022,0.0,0.0,0.0,2.0,1.0,0.0,2.0
PORTOLA,2025,1.0,1.0,0.0,1.0,0.0,0.0,1.0
PORTOLA VALLEY,2018,12.0,12.0,0.0,8.0,5.0,6.0,2.0
PORTOLA VALLEY,2019,16.0,16.0,0.0,10.0,8.0,6.0,4.0
PORTOLA VALLEY,2020,1.0,0.0,0.0,9.0,10.0,8.0,1.0
PORTOLA VALLEY,2021,23.0,21.0,0.0,16.0,13.0,10.0,6.0
PORTOLA VALLEY,2022,11.0,5.0,0.0,7.0,4.0,5.0,2.0
PORTOLA VALLEY,2023,19.0,11.0,0.0,19.0,5.0,18.0,1.0
PORTOLA VALLEY,2024,17.0,17.0,0.0,16.0,15.0,9.0,7.0
PORTOLA VALLEY,2025,13.0,0.0,0.0,11.0,22.0,10.0,1.0
POWAY,2018,9.0,9.0,0.0,15.0,21.0,0.0,15.0
POWAY,2019,152.0,152.0,0.0,70.0,16.0,53.0,17.0
POWAY,2020,374.0,374.0,0.0,159.0,8.0,122.0,37.0
POWAY,2021,81.0,81.0,0.0,78.0,124.0,26.0,52.0
POWAY,2022,198.0,0.0,0.0,180.0,117.0,24.0,156.0
POWAY,2023,148.0,18.0,0.0,119.0,137.0,31.0,88.0
POWAY,2024,144.0,20.0,0.0,63.0,281.0,0.0,63.0
POWAY,2025,188.0,44.0,0.0,88.0,47.0,36.0,52.0
RANCHO CORDOVA,2018,1156.0,1108.0,0.0,258.0,0.0,107.0,151.0
